HSK Set;Number;Character;Pinyin;Meaning
5;1044;祝贺;zhùhè;Congratulate
5;1045;专辑;zhuān jí;album
5;1046;专利;zhuānlì;patent
5;1047;转化;zhuǎn huà;"change; transform"
5;1048;转换;zhuǎn huàn;"conversion; change; transform; convert"
5;1049;转让;zhuǎnràng;"make over; transfer"
5;1050;转向;zhuǎn xiàng;"turn to; sheer off; change direction"
5;1051;装饰;zhuāngshì;decorate
5;1052;撞;zhuàng;Hit
5;1053;资本;zīběn;capital
5;1054;资产;zīchǎn;"capital; asset"
5;1055;资助;zīzhù;give financial aid
5;1056;子弹;zǐdàn;Bullet
5;1057;仔细;zǐxì;careful
5;1058;紫;zǐ;purple
5;1059;自豪;zìháo;Proud
5;1060;自杀;zì shā;"suicide; commit suicide"
5;1061;自愿;zìyuàn;voluntarily
5;1062;总裁;zǒngcái;CEO
5;1063;总数;zǒng shù;"tote; sum; totality"
5;1064;总算;zǒngsuàn;finally
5;1065;总体;zǒng tǐ;"overall; total; entire; totality"
5;1066;阻碍;zǔ’ài;hinder
5;1067;组织;zǔzhī;organization
5;1068;醉;zuì;drunk
5;1069;尊敬;zūnjìng;respect
5;1070;尊重;zūnzhòng;respect
5;1071;遵守;zūnshǒu;comply with
6;1;挨着;āi zhe;"next to; close to"
6;2;挨;ái;Next to
6;3;挨打;ái dǎ;"take a beating; get a thrashing; come under attack"
6;4;安检;ān jiǎn;security check
6;5;罢工;bàgōng;Strike
6;6;罢了;bà le;"let it pass; that’s all; (auxiliary word)"
6;7;白领;bái lǐng;"white collar; white collar worker"
6;8;百分点;bǎi fēn diǎn;percentage point
6;9;办公;bàn gōng;"work; handle official business; work in an office"
6;10;办事处;bàn shì chù;"office; agency"
6;11;办学;bàn xué;run a school
6;12;半决赛;bàn jué sài;semifinal
6;13;傍晚;bàngwǎn;Evening
6;14;保健;bǎo jiàn;"health protection; health care"
6;15;报刊;bào kān;"newspapers and periodicals; press"
6;16;报考;bào kǎo;"register for examination; sign up for an examination"
6;17;抱歉;bàoqiàn;feel sorry
6;18;暴风雨;bào fēng yǔ;"rainstorm; storm; tempest"
6;19;暴力;bàolì;violence
6;20;暴露;bàolù;Expose
6;21;暴雨;bào yǔ;"torrential rain; rainstorm; scat"
6;22;爆;bào;"explode; burst; quick-fry"
6;23;爆发;bàofā;burst
6;24;爆炸;bàozhà;blast
6;25;悲惨;bēicǎn;miserable
6;26;背心;bèi xīn;"vest; sleeveless garment; sleeveless"
6;27;背着;bèi zhe;behind one’s back
6;28;被告;bèigào;Defendant
6;29;奔跑;bēn pǎo;run
6;30;本（代、副）;běn;"this; originally"
6;31;本地;běn dì;"this locality; local; native"
6;32;本期;běn qī;current period
6;33;本身;běnshēn;itself
6;34;本土;běn tǔ;"mainland; one’s native country; metropolitan territory"
6;35;本质;běnzhì;essence
6;36;逼;bī;"compel; force; drive; exert; press on; close; narrow"
6;37;笔试;bǐ shì;written examination
6;38;必将;bì jiāng;"will certainly; surely will"
6;39;必修;bì xiū;"obligatory; compulsory; required"
6;40;闭;bì;"close; shut; obstruct; stop up"
6;41;边缘;biānyuán;edge
6;42;编制;biān zhì;"authorized strength; work out; draw up; compile"
6;43;扁;biǎn;flat
6;44;变更;biàn gēng;"change; alter; modify"
6;45;变换;biàn huàn;"transform; convert; vary; alternate"
6;46;变形;biàn xíng;"deform; be out of shape; deformation; morph"
6;47;便;biàn;then
6;48;便是;biàn shì;that’s it
6;49;遍地;biàn dì;"everywhere; all around"
6;50;表面上;biǎo miàn shàng;"superficial; ostensible; apparent; apparently"
6;51;病房;bìng fáng;"ward of a hospital; sickroom"
6;52;病情;bìng qíng;"state of an illness; patient’s condition"
6;53;拨打;bō dǎ;dial
6;54;波动;bō dòng;"undulate; fluctuate; surge; undulation; fluctuation; wave motion"
6;55;波浪;bōlàng;wave
6;56;播;bō;"broadcast; spread; seed; sow; move about"
6;57;不便;bú biàn;"inconvenient; unsuitable; be short of cash"
6;58;不见;bú jiàn;"not see; not meet"
6;59;不料;búliào;Unexpectedly
6;60;不再;bú zài;"no longer; no more"
6;61;不至于;bú zhì yú;"cannot go so far; be unlikely to"
6;62;补考;bǔ kǎo;makeup examination
6;63;补课;bǔ kè;make up missed lessons
6;64;补习;bǔ xí;take lessons after school or work
6;65;补助;bǔ zhù;"subsidy; subsidize; allowance"
6;66;捕;bǔ;"catch; seize; arrest"
6;67;不成;bù chéng;"won’t do; fail"
6;68;不禁;bùjīn;Can not help but
6;69;不仅仅;bù jǐn jǐn;"not just; not only; more than"
6;70;不通;bù tōng;"be blocked up; be impassable; not make sense; be illogical"
6;71;不怎么;bù zěn me;"not particularly; not very"
6;72;不怎么样;bù zěn me yàng;"not up to much; very indifferent"
6;73;不值;bù zhí;not worth
6;74;布满;bù mǎn;be full of
6;75;部队;bù duì;"army; armed forces; troop; unit"
6;76;采纳;cǎinà;accept
6;77;踩;cǎi;step on
6;78;参赛;cān sài;"take part in match; enter the competition"
6;79;参展;cān zhǎn;"take part in an exhibition; participate in an exhibition"
6;80;餐;cān;"food; meal; eat"
6;81;残疾;cánjí;A disability
6;82;残疾人;cán jí rén;"handicapped; disabled person"
6;83;残酷;cánkù;cruel
6;84;惨;cǎn;"miserable; wretched; tragic; cruel; badly"
6;85;仓库;cāngkù;Warehouse
6;86;藏;cáng;"hide; conceal; store; lay by"
6;87;操纵;cāozòng;control
6;88;厕所;cèsuǒ;Toilet
6;89;侧;cè;"side; incline; lean"
6;90;测定;cè dìng;"determine; determination; measurement"
6;91;策划;cèhuà;"plan; hatch; plot"
6;92;策略;cèlüè;"tactic; policy"
6;93;层面;céng miàn;level
6;94;差异;chā yì;"difference; divergence; discrepancy; diversity"
6;95;查出;chá chū;"trace; find out; discover; find out"
6;96;查看;chá kàn;"look over; examine; check"
6;97;拆迁;chāi qiān;"demolition; relocation"
6;98;产量;chǎn liàng;"output; yield; volume of production"
6;99;昌盛;chāngshèng;Prosperity
6;100;长短;cháng duǎn;"short and long; length; accident; extent"
6;101;长假;cháng jià;"long holiday; long leave"
6;102;长久;cháng jiǔ;"for a long time; muchly"
6;103;长跑;cháng pǎo;"long-distance race; long distance run"
6;104;长远;cháng yuǎn;"long-term; long-range; enduring; chronic"
6;105;常规;cháng guī;"conventional; common; routine"
6;106;常年;cháng nián;"perennial; year in year out; average year"
6;107;厂商;chǎng shāng;"manufacturer; firm; factory owner"
6;108;场地;chǎng dì;"space; place; site"
6;109;场馆;chǎng guǎn;"venue; stadium"
6;110;场景;chǎng jǐng;scene
6;111;畅通;chàngtōng;"unimpeded; unblocked"
6;112;超;chāo;"exceed; surpass; overtake; go beyond"
6;113;超出;chāo chū;"overstep; go beyond; exceed"
6;114;炒;chǎo;fry
6;115;炒股;chǎo gǔ;invest in stocks
6;116;炒作;chǎo zuò;hype
6;117;车号;chē hào;"car number; wagon number"
6;118;车牌;chē pái;"licence plate; plate number"
6;119;车展;chē zhǎn;"auto show; car exhibition"
6;120;撤离;chè lí;"withdraw; leave; evacuate"
6;121;撤销;chèxiāo;"repeal; retract"
6;122;撑;chēng;"prop; support; push with a pole; keep up; unfurl; brace; stay"
6;123;成（量）;chéng;(measure word)
6;124;成分;chéngfèn;component
6;125;成品;chéng pǐn;"end product; finish product"
6;126;承诺;chéngnuò;Promise
6;127;城区;chéng qū;"the city proper; urban area; city subdivision"
6;128;城乡;chéng xiāng;"urban and rural; city and countryside"
6;129;城镇;chéng zhèn;"town; city"
6;130;持有;chí yǒu;"hold; possess"
6;131;冲击;chōngjī;To attack
6;132;重建;chóng jiàn;"rebuild; reconstruct; reestablish; rehabilitate; reconstruction"
6;133;重组;chóng zǔ;"reorganization; regroup"
6;134;崇拜;chóngbài;worship
6;135;宠物;chǒngwù;Pet
6;136;冲;chōng;punching
6;137;出场;chū chǎng;"come on the stage; enter the arena"
6;138;出动;chū dòng;"dispatch; start off; call out"
6;139;出访;chū fǎng;visit a foreign country
6;140;出路;chūlù;way out
6;141;出面;chū miàn;"come forward; appear personally"
6;142;出名;chū míng;"famous; well-known"
6;143;出入;chū rù;"come in and go out; discrepancy; divergence"
6;144;出事;chū shì;"meet with a mishap; have an accident"
6;145;出台;chū tái;"introduced; be published"
6;146;出行;chū xíng;"travel; trip; getting around"
6;147;初等;chū děng;"elementary; primary; rudimentary"
6;148;除;chú;except
6;149;厨师;chú shī;"chef; cook"
6;150;储存;chǔcún;Storage
6;151;处处;chù chù;"everywhere; in all respects"
6;152;处长;chù zhǎng;"the head of a department; section chief"
6;153;传出;chuán chū;"efferent; come out; come through"
6;154;传媒;chuán méi;media
6;155;传输;chuán shū;"transmission; transport"
6;156;传言;chuán yán;"hearsay; rumour; pass on a message"
6;157;船员;chuán yuán;"crew; crewman; waterman"
6;158;船长;chuán zhǎng;"captain; skipper"
6;159;船只;chuán zhī;"ship; vessel; craft"
6;160;串;chuàn;strand, cluster
6;161;窗口;chuāng kǒu;"window; wicket"
6;162;创办;chuàng bàn;"establish; found"
6;163;创建;chuàng jiàn;"found; establish; creation"
6;164;创意;chuàng yì;creativity
6;165;此处;cǐ chù;"here; this place"
6;166;此次;cǐ cì;this time
6;167;此前;cǐ qián;before
6;168;此事;cǐ shì;this matter
6;169;此致;cǐ zhì;"regards; sincerely; with the best wishes"
6;170;次数;cì shù;"frequency; number of times"
6;171;从不;cóng bù;"never; never ever"
6;172;从没;cóng méi;"never;  never did"
6;173;醋;cù;vinegar
6;174;村庄;cūn zhuāng;"village; hamlet"
6;175;错过;cuò guò;"miss; let slip"
6;176;搭;dā;to match, to take
6;177;搭档;dādàng;partner
6;178;搭配;dāpèi;"arrange; match"
6;179;打动;dǎ dòng;"move; touch"
6;180;打断;dǎ duàn;"break; interrupt; fracture"
6;181;打发;dǎ fa;"send; dispatch; dismiss"
6;182;打官司;dǎguānsi;To engage in a lawsuit
6;183;打牌;dǎ pái;"play cards; play mah-jong"
6;184;打印机;dǎ yìn jī;printer
6;185;打造;dǎ zào;"build; make; creation"
6;186;大道;dà dào;"main road; avenue"
6;187;大街;dà jiē;"avenue; street; main street"
6;188;大力;dà lì;"energetic; energetically; vigorously"
6;189;大米;dà mǐ;rice
6;190;大批;dà pī;"large quantity; a smart of; legion"
6;191;大赛;dà sài;contest
6;192;大师;dà shī;"great master; grandmaster; master"
6;193;大使;dà shǐ;"ambassador; envoy"
6;194;待会儿;dāi huìr;"after a while; later"
6;195;担忧;dān yōu;"worry; be anxious; trepidation"
6;196;单打;dān dǎ;singles
6;197;诞生;dànshēng;Be born
6;198;党;dǎng;party
6;199;当;dāng;When
6;200;当成;dāng chéng;"regard; treat as; take"
6;201;当天;dāng tiān;that day
6;202;当作;dàng zuò;"regard as; treat as"
6;203;档;dàng;"pigeonhole; files; archives; crosspiece; grade"
6;204;档案;dàng’àn;archives
6;205;岛;dǎo;island
6;206;到期;dào qī;"mature; expire; become due; maturity"
6;207;盗版;dào bǎn;"piracy; illegal copy"
6;208;道教;dào jiào;Taoism
6;209;道歉;dàoqiàn;apologize
6;210;低头;dī tóu;"head down; lower one’s head; submit"
6;211;低温;dī wēn;"Low temperature; hypothermia; microtherm"
6;212;滴;dī;drop
6;213;抵达;dǐdá;Arrive
6;214;抵抗;dǐkàng;resistance
6;215;地板;dì bǎn;floor
6;216;地名;dì míng;place name
6;217;地下室;dì xià shì;"basement; cellar"
6;218;电车;diàn chē;"tram; tramcar; streetcar; trolleybus; trolley"
6;219;电动;diàn dòng;"motor-driven; power-driven; electric"
6;220;电力;diàn lì;"electricity; electric power"
6;221;电器;diàn qì;"electric appliance; electrical equipment"
6;222;吊;diào;crane
6;223;调研;diào yán;"research; investigation"
6;224;跌;diē;fall
6;225;定价;dìng jià;"fix a price; set price; fixed price; pricing"
6;226;定时;dìng shí;"timing; definite time"
6;227;定位;dìng wèi;"locate; location; positioning; registration"
6;228;动画;dòng huà;"cartoon; animation"
6;229;斗争;dòuzhēng;Struggle
6;230;都市;dū shì;"metropolis; city"
6;231;毒品;dúpǐn;narcotics
6;232;赌;dǔ;"gamble; bet"
6;233;赌博;dǔbó;gambling
6;234;渡;dù;"cross; ferry; tide over; ferry across; crossing"
6;235;端;duān;end
6;236;端午节;uānwǔjié;The Dragon Boat Festival
6;237;短片;duǎn piàn;short film
6;238;队伍;duìwu;Ranks
6;239;对抗;duìkàng;Combat
6;240;对外;duì wài;"foreign; external"
6;241;蹲;dūn;squat
6;242;多半;duō bàn;"most; the greater part; chiefly; probably"
6;243;多方面;duō fāng miàn;"multifaceted; in many aspects; many-sided"
6;244;多媒体;duō méi tǐ;multimedia
6;245;夺;duó;"seize; snatch; rob; contend for; deprive; decide"
6;246;夺取;duó qǔ;"seize; wrest; strive for; snatch; taking"
6;247;恩人;ēn rén;benefactor
6;248;儿科;ér kē;"pediatrics; pediatric department"
6;249;发病;fā bìng;"onset; morbidity; pathogenesis; outbreak; fall ill"
6;250;发电;fā diàn;"generate electricity; power generation"
6;251;发放;fā fàng;"provide; grant; extend; give out; issue"
6;252;发怒;fā nù;"get angry; fly into a rage; flare up; huff"
6;253;发起;fā qǐ;"initiate; sponsor; start; launch"
6;254;发言人;fā yán rén;"spokesman; spokesperson; addressor; prolocutor"
6;255;发炎;fāyán;inflammation
6;256;法庭;fǎ tíng;"court; tribunal"
6;257;法语;fǎ yǔ;French language
6;258;番;fān;Some
6;259;番茄;fān qié;tomato
6;260;凡是;fánshì;All
6;261;繁殖;fánzhí;Reproduction
6;262;反抗;fǎnkàng;Resistance
6;263;反问;fǎnwèn;rhetorical question
6;264;反响;fǎn xiǎng;"repercussion; echo; reverberation; reaction"
6;265;犯;fàn;"commit; offend; violate; work against; criminal"
6;266;犯规;fàn guī;foul
6;267;犯罪;fàn zuì;"commit a crime; offense; crime"
6;268;防范;fáng fàn;"be on guard; keep a lookout"
6;269;防守;fángshǒu;Defense
6;270;房价;fáng jià;house price
6;271;仿佛;fǎngfú;as if
6;272;飞船;fēi chuán;"spaceship; airship; dirigible; areoboat; vehicle"
6;273;飞行员;fēi xíng yuán;"aviator; pilot"
6;274;肺;fèi;lung
6;275;分工;fēn gōng;"division of labor; divide the work"
6;276;分裂;fēnliè;division
6;277;愤怒;fènnù;anger
6;278;风暴;fēngbào;Storm
6;279;峰会;fēng huì;"summit; summit meeting"
6;280;奉献;fèngxiàn;dedicate
6;281;佛;fó;"Buddha; Buddhism"
6;282;佛教;fó jiào;Buddhism
6;283;服;fú;"clothes; dress; serve; take; be convinced; be accustomed to"
6;284;浮;fú;"float; swim; superficial; movable; temporary; pumice"
6;285;父女;fù nǚ;father and daughter
6;286;父子;fù zǐ;father and son
6;287;负;fù;"negative; load; loss; defeat; bear; carry; lose; owe"
6;288;妇女;fùnǚ;Woman
6;289;复苏;fù sū;"resuscitate; recovery; come to; revive"
6;290;副（形）;fù;"secondary; auxiliary; subsidiary"
6;291;副（量）;fù;(measure word)
6;292;富人;fù rén;the rich
6;293;富有;fù yǒu;"rich; wealthy; richness; abound"
6;294;改装;gǎi zhuāng;"repack; refit; reequip"
6;295;干涉;gānshè;interference
6;296;肝;gān;liver
6;297;杆;gān;"pole; staff"
6;298;赶不上;gǎn bú shàng;"can’t catch up with; fall behind; can’t keep up"
6;299;赶忙;gǎn máng;"hurry; hasten; make haste; quickly"
6;300;赶上;gǎn shàng;"overtake; catch up; emulate; keep up"
6;301;敢于;gǎn yú;"dare to; be bold in; have the courage to; venture"
6;302;感人;gǎn rén;"moving; touching"
6;303;刚好;gāng hǎo;"just; exactly; happen to"
6;304;岗位;gǎngwèi;post
6;305;港口;gǎngkǒu;Port
6;306;高层;gāo céng;"high level; high class; high-rise"
6;307;高档;gāodàng;High-grade
6;308;高等;gāo děng;"higher; advanced; high; of a higher level"
6;309;高峰;gāofēng;peak
6;310;高考;gāo kǎo;college entrance examination
6;311;高科技;gāo kē jì;"high technology; high tech"
6;312;高手;gāo shǒu;"master; past master; master hand; ace"
6;313;稿子;gǎo zi;"manuscript; draft; sketch"
6;314;歌唱;gē chàng;"sing; singing"
6;315;歌词;gē cí;"lyric; lyrics; libretto"
6;316;歌星;gē xīng;"singer; singing star"
6;317;革新;gé xīn;"innovation; renovation"
6;318;更是;gèng shì;"more; even more"
6;319;工商;gōng shāng;industry and commerce
6;320;公;gōng;"public; fair; impartial; male; public affairs; make public"
6;321;公安;gōng ān;"public security; police; ministry of public security"
6;322;公鸡;gōng jī;"cock; rooster"
6;323;公众;gōng zhòng;public
6;324;公主;gōngzhǔ;princess
6;325;攻击;gōngjī;attack
6;326;供给;gōngjǐ;supply
6;327;宫;gōng;"palace; temple; uterus; place for recreation"
6;328;巩固;gǒnggù;consolidate
6;329;贡献;gòngxiàn;contribution
6;330;构建;gòu jiàn;"structure; construct"
6;331;孤独;gūdú;lonely
6;332;孤儿;gū ér;orphan
6;333;姑姑;gūgu;aunt
6;334;古典;gǔdiǎn;classical
6;335;股;gǔ;"thigh; portion; share; strand"
6;336;股东;gǔdōng;stockholder
6;337;股票;gǔpiào;"shares; stock"
6;338;故障;gùzhàng;fault
6;339;顾;gù;"look at; look after; attend; turn around and look at"
6;340;刮;guā;"scratch; shave; fleece; extort; blow; shaving"
6;341;拐;guǎi;"abduct; kidnap; turn; crutch"
6;342;关爱;guān ài;"care; caring"
6;343;关联;guān lián;"relevance; relevancy; be related; be connected; be linked"
6;344;观光;guānguāng;Sightseeing
6;345;官司;guān si;lawsuit
6;346;管道;guǎn dào;"pipeline; channel; tunnel; piping; tubing"
6;347;光辉;guānghuī;Glory
6;348;广阔;guǎngkuò;wide
6;349;轨道;guǐdào;track
6;350;跪;guì;kneel
6;351;国产;guó chǎn;"domestic; made in one’s country"
6;352;国歌;guó gē;national anthem
6;353;国会;guó huì;"parliament ; congress"
6;354;国旗;guó qí;national flag
6;355;国王;guówáng;king
6;356;果酱;guǒ jiàng;"jam; squish; marmalade"
6;357;果树;guǒ shù;"fruiter; fruit tree"
6;358;过渡;guòdù;transition
6;359;过后;guò hòu;"afterwards; later; after"
6;360;过时;guò shí;"obsolete; outdate; outmode; out of style"
6;361;海报;hǎi bào;"poster; playbill"
6;362;海底;hǎi dǐ;"seabed ; seafloor"
6;363;海军;hǎi jūn;navy
6;364;海浪;hǎi làng;sea wave
6;365;海外;hǎi wài;"overseas; abroad"
6;366;海湾;hǎi wān;"bay; gulf"
6;367;海洋;hǎiyáng;ocean
6;368;好（不）容易;hǎo （bù） róng yì;"with great difficulty; have a hard time (doing sth.)"
6;369;好似;hǎo sì;"seem; be like"
6;370;好转;hǎo zhuǎn;"get better; improve"
6;371;好学;hào xué;"studious; fond of learning"
6;372;合约;hé yuē;"treaty; contract; arrangement; deal"
6;373;和谐;héxié;Harmonious
6;374;核心;héxīn;core
6;375;黑夜;hēi yè;night
6;376;很难说;hěn nán shuō;hard to say
6;377;狠;hěn;"ruthless; relentless; firm; resolute; suppress; harden"
6;378;横;héng;"harsh and unreasonable; perverse"
6;379;衡量;héng liáng;"weigh; measure; scale; weight"
6;380;宏大;hóng dà;"grand; great"
6;381;洪水;hóngshuǐ;Flood
6;382;忽略;hūlüè;ignore
6;383;壶;hú;pot
6;384;互动;hù dòng;"interactive; interaction"
6;385;户外;hù wài;outdoor
6;386;护;hù;"protect; shield"
6;387;花费;huā fèi;"spend; expend; cost; spending"
6;388;花瓶;huā píng;"vase; jardiniere"
6;389;花生;huāshēng;peanut
6;390;化解;huà jiě;"resolve; dissolve; defuse; solution"
6;391;幻想;huànxiǎng;fantasy
6;392;患者;huànzhě;Patient
6;393;皇帝;huángdì;Emperor
6;394;回应;huí yìng;"response; respond"
6;395;毁;huǐ;"destroy; ruin; damage; defame"
6;396;会见;huì jiàn;"meet with; pay a visit"
6;397;会长;huì zhǎng;"president; chairman; president of an organization"
6;398;绘画;huì huà;"paint; draw; drawing; painting"
6;399;昏;hūn;"faint; lose consciousness; dusk; twilight; dull; muddle-headed"
6;400;混;hùn;"mix; confuse; pass off; muddle along; get along with sb."
6;401;混合;hùnhé;blend
6;402;混乱;hùnluàn;confusion
6;403;活跃;huóyuè;active
6;404;火箭;huǒjiàn;rocket
6;405;机动车;jī dòng chē;motor vehicle
6;406;机关;jī guān;"mechanism; gear; machine-operated; office; organ; intrigue"
6;407;机械;jīxiè;Mechanics
6;408;基督教;jī dū jiào;"Christianity; the Christian religion; Christian"
6;409;激情;jīqíng;Passion
6;410;吉利;jí lì;"lucky; auspicious; propitious"
6;411;吉祥;jíxiáng;"lucky; auspicious"
6;412;极端;jíduān;extreme
6;413;急救;jí jiù;"first aid; emergency treatment"
6;414;疾病;jíbìng;disease
6;415;集;jí;"gather; collect; collection; anthology; country fair; part"
6;416;给予;jǐyǔ;give
6;417;加盟;jiā méng;join
6;418;家电;jiā diàn;home appliances
6;419;家园;jiā yuán;"home; homeland; homestead"
6;420;嘉宾;jiābīn;Distinguished guest
6;421;假日;jià rì;holiday
6;422;尖;jiān;"pointed; shrill; sharp; acute; point; tip; top"
6;423;监测;jiān cè;monitor
6;424;监督;jiāndū;supervise
6;425;捡;jiǎn;pick up
6;426;简介;jiǎn jiè;"brief introduction; synopsis; summary"
6;427;剑;jiàn;sword
6;428;鉴定;jiàndìng;Appraisal
6;429;箭;jiàn;arrow
6;430;将军;jiāngjūn;General
6;431;讲课;jiǎng kè;"teach; lecture"
6;432;酱;jiàng;"sauce; paste; jam; thick sauce"
6;433;酱油;jiàngyóu;soy sauce
6;434;骄傲;jiāo’ào;Proud
6;435;焦点;jiāodiǎn;focus
6;436;脚印;jiǎo yìn;"footprint; footmark; track"
6;437;觉;jiào;sleep
6;438;教堂;jiào táng;"church; cathedral; chapel"
6;439;教育部;jiào yù bù;Ministry of Education
6;440;接收;jiē shōu;"receive; accept; take over; admit"
6;441;揭;jiē;"tear off; take off; uncover; lift; expose; show up; bring to light"
6;442;街头;jiē tóu;street
6;443;节（动）;jié;"economize; save; abridge"
6;444;节假日;jié jià rì;"holidays; festival and holiday"
6;445;节能;jié néng;"energy conservation; energy saving"
6;446;节奏;jiézòu;rhythm
6;447;杰出;jiéchū;outstanding
6;448;截止;jiézhǐ;due
6;449;截至;jiézhì;By (time）
6;450;解;jiě;"separate; divide; untie; allay; explain; understand"
6;451;解说;jiě shuō;"explain orally; comment; definition; narrate"
6;452;界;jiè;"boundary; scope; extent; kingdom; group; bound"
6;453;界（文艺界）;jiè （wén yì jiè）;"circles; world (circle of literature and art)"
6;454;借鉴;jièjiàn;take example by
6;455;金额;jīn é;"money; sum; amount"
6;456;金钱;jīn qián;money
6;457;金融;jīnróng;Finance
6;458;尽;jìn;"exhaust; finish; to the limit; use up; exhaust"
6;459;进攻;jìngōng;attack
6;460;近日;jìn rì;"recently; in the past few days"
6;461;近视;jìn shì;"myopia; short sight"
6;462;惊人;jīng rén;"astonishing; amazing; alarming"
6;463;惊喜;jīng xǐ;"surprise; pleasantly surprised"
6;464;精;jīng;"skilled; refined; excellent; precise; smart; sharp; essence; energy"
6;465;精美;jīng měi;"exquisite; elegant; fineness; refineness"
6;466;精品;jīng pǐn;boutique
6;467;井;jǐng;well
6;468;景;jǐng;"view; scenery; scene; situation; admire; revere"
6;469;景点;jǐng diǎn;"attractions; scenic spot"
6;470;净;jìng;"clean; empty; net; cleanse; wash; only; merely"
6;471;纠纷;jiūfēn;"dissension; tangle"
6;472;纠正;jiūzhèng;correct
6;473;酒水;jiǔ shuǐ;"drinks; beverage; booze"
6;474;救命;jiù mìng;"help; save life"
6;475;救援;jiù yuán;"rescue; succor; support"
6;476;救助;jiù zhù;"succour; salvation; help sb. in danger or difficulty"
6;477;就是说;jiù shì shuō;"that is; in other words; namely"
6;478;就算;jiù suàn;"even if; granted that"
6;479;局（量）;jú;(measure word)
6;480;剧;jù;"theatrical work; drama; play; opera; acute; severe; intense"
6;481;据;jù;"according to; seize; depend on; evidence"
6;482;捐;juān;Donate
6;483;捐款;juān kuǎn;"donate; donation; donate money; contribute funds"
6;484;捐赠;juān zèng;"contribute; donate; present"
6;485;捐助;juān zhù;"offer; contribute; donate; donation"
6;486;决策;juécè;make policy
6;487;觉悟;juéwù;consciousness
6;488;绝;jué;"cut off; exhausted; desperate; unique; extremely; most; absolutely"
6;489;绝大多数;jué dà duō shù;"most of; overwhelming majority"
6;490;军队;jūnduì;army
6;491;军舰;jūn jiàn;"warship; military naval ship"
6;492;军事;jūnshì;Military
6;493;开创;kāi chuàng;"start; initiate; begin"
6;494;开关;kāi guān;"switch; power switch"
6;495;开设;kāi shè;"open; set up; establish; offer"
6;496;开通;kāi tōng;"open; clear; dredge; open-minded; liberal"
6;497;开头;kāi tóu;"begin; start; beginning"
6;498;开夜车;kāi yè chē;"drive at night; work at night; work late into the night"
6;499;看;kàn;see
6;500;看管;kān guǎn;"look after; guard; watch; attend"
6;501;看得见;kàn de jiàn;"visible; noticeable"
6;502;看得起;kàn de qǐ;"think highly of; have a good opinion of"
6;503;看好;kàn hǎo;"look to further increase; optimistic about"
6;504;看作;kàn zuò;"see; regard as; look upon"
6;505;康复;kāng fù;"recovery; rehabilitation"
6;506;抗议;kàngyì;Protest
6;507;考场;kǎo chǎng;"examination hall; examination room"
6;508;考题;kǎo tí;"examination questions; examination paper"
6;509;科研;kē yán;"research; scientific research"
6;510;客车;kè chē;"bus; coach"
6;511;肯;kěn;"agree; consent; be willing to; be ready to"
6;512;空军;kōng jūn;"air force; air service"
6;513;口试;kǒu shì;"oral examination; oral test"
6;514;扣;kòu;button
6;515;酷;kù;"cool; cruel; brutal; oppressive; very; extremely"
6;516;跨;kuà;Cross
6;517;快车;kuài chē;"express train; express bus"
6;518;宽阔;kuān kuò;"broad; wide; expanse; spacious"
6;519;矿;kuàng;"mine; ore"
6;520;阔;kuò;"wide; broad; rich; vast; wealthy"
6;521;啦;la;auxiliary word
6;522;来往;lái wǎng;"contact; dealing; intercourse; come and go"
6;523;赖;lài;"rely; poor; bilk ; disclaim"
6;524;栏目;lánmù;column
6;525;蓝领;lán lǐng;"blue-collar worker; blue collar"
6;526;蓝天;lán tiān;blue sky
6;527;懒;lǎn;lazy
6;528;牢;láo;"fold; pen; prison; jail; durable"
6;529;老乡;lǎo xiāng;"fellow-villager; fellow-townsma"
6;530;冷气;lěng qì;"air conditioning; cool air"
6;531;冷水;lěng shuǐ;"cold water; unboiled water"
6;532;礼堂;lǐ táng;"hall; assembly hall; auditorium"
6;533;理;lǐ;"reason; truth; texture; to manage"
6;534;理财;lǐ cái;"manage finances; conduct financial transactions"
6;535;理智;lǐzhì;reasonable
6;536;力（影响力）;lì （yǐng xiǎng lì）;"ability; capability (influence)"
6;537;利;lì;"sharp; favourable; advantage; benefit; profit; interest"
6;538;联盟;liánméng;union
6;539;联赛;lián sài;league
6;540;联手;lián shǒu;join hands
6;541;凉鞋;liáng xié;sandal
6;542;两侧;liǎng cè;"both sides; two flanks"
6;543;两手;liǎng shǒu;"two hands; dual tactics"
6;544;聊;liáo;"merely; just; a little; slightly; chat; rely on"
6;545;聊天儿;liáo tiānr;chat
6;546;料（动）;liào;"expect; anticipate; guess"
6;547;料（名）;liào;"material; feed; stuff; grain"
6;548;裂;liè;"crack; split; flaw"
6;549;灵活;línghuó;flexible
6;550;领取;lǐng qǔ;"draw; receive; pull down"
6;551;领袖;lǐngxiù;leader
6;552;另;lìng;"another; other; separately"
6;553;留言;liú yán;"leave a message; leave comments"
6;554;流感;liú gǎn;"flu; influenza"
6;555;楼道;lóu dào;corridor
6;556;楼房;lóu fáng;"building; storied building"
6;557;露;lòu;"reveal; show"
6;558;陆军;lù jūn;"army; ground force; land force"
6;559;录像;lù xiàng;"video; video tape"
6;560;录音机;lù yīn jī;"recorder; sound recorder; transcription machine"
6;561;路过;lù guò;pass by
6;562;露;lù;"reveal; expose; show; betray; dew"
